Division,District,Thana / Upazila,Market Classification,FMCG Trade Class,Primary Sector,Consumer Profile Tag,Likely Top FMCG Categories,Distribution Priority
Mymensingh,Netrokona,Kendua,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Netrokona,Khaliajuri,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Netrokona,Madan,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Netrokona,Mohanganj,Semi-Urban,General Trade,Agriculture,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Netrokona,Netrokona Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Netrokona,Purbadhala,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Sherpur,Jhenaigati,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Sherpur,Nakla,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
Mymensingh,Sherpur,Nalitabari,Rural,General Trade,Agriculture,Riverine / Haor Rural Consumer,"Dried fish, rice-based snacks, soap, matches, basic FMCG",C
Mymensingh,Sherpur,Sherpur Sadar,Semi-Urban,General Trade,Services,Aspiring Semi-Urban Buyer,"Packaged food, soap, hair oil, biscuits, noodles, beverages",A
Mymensingh,Sherpur,Sreebardi,Rural,General Trade,Agriculture,Mass Rural Consumer,"Biscuits, soap, salt, matches, hair oil, basic toiletries",C
